Date,PortRet
2025-03-06,0.04835940696806105
2025-03-07,0.018932020387472416
2025-03-10,-0.01130257590199013
2025-03-11,0.022603183916560625
2025-03-12,0.015665468729204848
2025-03-13,0.01304290924416063
2025-03-14,0.0131024419606506
2025-03-17,0.0003718644013102957
2025-03-18,-0.012468325626277999
2025-03-19,-0.09983163800849443
2025-03-20,0.0253459727734481
2025-03-21,-0.04505931023942092
2025-03-24,0.02222195176573738
2025-03-25,0.027796199212619575
2025-03-26,0.002900129476756441
2025-03-27,-0.00018358050255502453
2025-03-28,0.0009680758142897698
2025-04-02,-0.022693131587691442
2025-04-03,0.006425575167037434
2025-04-04,-0.02235814620367529
2025-04-07,0.005154189124056964
2025-04-08,0.0015984537445909775
2025-04-09,-0.028907451188063326
2025-04-10,0.009033587965007417
2025-04-11,0.001755163505483304
2025-04-14,-0.007271279404789819
2025-04-15,0.00010832354924734597
2025-04-16,-0.017525032926353216
2025-04-17,-0.002209061866575235
2025-04-18,-0.01636433848510064
2025-04-21,0.0009725938882503738
2025-04-22,0.003016254835820331
2025-04-24,0.024605633743732723
2025-04-25,-0.022549250112124854
2025-04-28,0.003161003331899615
2025-04-29,0.0009961179989095522
2025-04-30,-0.011723942493331774
2025-05-02,-0.010506878942050069
2025-05-05,-0.006346906507411232
2025-05-06,0.019914051482911435
2025-05-07,0.011064312714123132
2025-05-08,0.02625642016696153
2025-05-09,0.012194094858250024
2025-05-12,0.03668755263466028
2025-05-13,-0.0027304587907940013
2025-05-14,0.0023869867260772424
2025-05-15,-0.016166617307092613
2025-05-16,0.022986377206258717
2025-05-20,-0.005024022949457283
2025-05-21,-0.010946672831531725
2025-05-22,0.004090662002055214
2025-05-23,-0.011196925890500588
2025-05-26,0.009165289801727435
2025-05-27,-0.015168458570658388
2025-05-28,-0.0014300131287956958
2025-05-29,0.00043253360460777457
2025-05-30,-0.018487334751175935
2025-06-02,0.011120773461385798
2025-06-03,0.04743161404898153
2025-06-04,0.007247901916043995
2025-06-05,-0.001381043160686845
2025-06-10,0.003831912264527409
2025-06-11,0.0002166250812419993
2025-06-12,-0.016655948154062697
2025-06-13,-0.019628274569670007
2025-06-16,0.0076715499903040624
2025-06-17,-0.002738489183012132
2025-06-18,-0.007745206707975039
2025-06-19,-0.0057937363987124535
2025-06-20,0.006203486170807506
2025-06-23,-0.004424296414187114
2025-06-24,0.045184530780440275
2025-06-25,0.0019350500113209448
2025-06-26,-0.011524299200597703
2025-06-27,0.007638668169047917
2025-06-30,0.07223306404354239
2025-07-01,0.00988681029761846
2025-07-02,0.00849799410153202
2025-07-03,-0.0004431069036591826
2025-07-04,0.009861585411629037
2025-07-07,-0.017511595458259564
2025-07-08,-0.0007488546036038706
2025-07-09,0.02411058176641956
2025-07-10,0.014171600327958465
2025-07-11,-0.007747680747017307
2025-07-14,-0.017357115616819137
2025-07-16,-0.011479457093643888
2025-07-17,0.02576805668758416
2025-07-18,0.005998888970738494
2025-07-21,0.03156332882125366
2025-07-22,-0.00477057462885593
2025-07-23,-0.0011042272779009056
2025-07-24,0.010915691141927841
2025-07-25,-0.0025923085470804163
2025-07-28,-0.012664521784781738
2025-07-29,-0.010250945681255966
2025-07-30,0.019290733726060064
2025-07-31,0.007890061264856394
2025-08-01,0.009271421747013817
2025-08-04,0.0065612375081524855
2025-08-05,-0.0013015700242909006
2025-08-06,-0.005310529590551115
2025-08-07,0.007187785785776968
2025-08-08,-0.007165864847968751
2025-08-11,0.0011514984222609664
2025-08-12,-0.0060324833466022226
2025-08-13,0.0009496382614414547
2025-08-14,-0.014778081298607915
2025-08-15,-0.003801439311328081
2025-08-18,0.008735314374224968
2025-08-19,-0.002420329658010755
2025-08-20,0.010638400299196294
2025-08-21,0.013102668091336377
2025-08-22,-0.0008146723805928734
2025-08-25,0.00619340464722027
2025-08-26,-0.0015094027178010876
2025-08-27,-0.0067902604155198444
2025-08-28,-0.006739396922876175
2025-08-29,-0.023237099189535898
2025-09-01,-0.012257888005743057
2025-09-02,-0.04910452448103385
2025-09-03,-0.04247057916384121
2025-09-04,0.015331183128210309
2025-09-05,-0.005462230696155859
2025-09-08,-0.020804579676164194
2025-09-09,0.006991268550223696
2025-09-10,0.018589235997511815
2025-09-11,-0.014225691008256849
2025-09-12,0.00379955467626915
2025-09-15,0.06188192004289143
2025-09-16,-0.0006185537057143164
2025-09-17,-0.0021635673738104686
2025-09-18,-0.00750208582755239
2025-09-19,0.03162812434547946
2025-09-22,0.012517260336443483
2025-09-23,-0.008546230488296341
2025-09-24,-0.0005626660881492072
2025-09-25,0.007244729139314241
2025-09-26,-0.026103162940472147
2025-09-29,-0.012843652558269343
2025-09-30,-0.003590400066251895
2025-10-01,0.039129063272506905
2025-10-02,-0.0026556928087221317
2025-10-03,-0.027738797941983025
2025-10-06,-0.021751506851220126
2025-10-07,0.01340654569442958
2025-10-08,-0.014843369401841573
2025-10-09,0.0026894364283235146
2025-10-10,-0.00021765811747565
2025-10-13,-0.01840155279278634
2025-10-14,-0.0207706294794216
2025-10-15,0.020669461876578882
2025-10-16,-0.027227433300411347
2025-10-17,-0.030455197354385746
2025-10-20,0.03250923907844442
2025-10-21,0.0019148427879529357
2025-10-22,0.007542324445069748
2025-10-23,0.004384391192466919
2025-10-24,0.030723037906817106
2025-10-27,-0.01507020067456897
2025-10-28,0.0034899500504962243
2025-10-29,0.0
2025-10-30,-0.007194145567216714
2025-10-31,-0.0008005257801649622
2025-11-03,0.0015749134478015856
2025-11-04,-0.006731203688776331
2025-11-06,0.0013962269221650574
